avg_reward -0.28637310986824305 loss 0
avg_reward -0.2581002553787501 loss 0
avg_reward 0.12595524993576482 loss 0
avg_reward 0.17129045290505152 loss 0
avg_reward 0.1485604555655178 loss 0
avg_reward 0.37412768170716865 loss 0
avg_reward 0.05907896311539046 loss 0
avg_reward 0.05672516397892893 loss 0
avg_reward 0.09218782353439327 loss 0
avg_reward 0.13701612037929548 loss 0
avg_reward 0.05261313314713581 loss tensor(0.0717, grad_fn=<MeanBackward0>)
avg_reward 0.12695726781632835 loss tensor(0.0845, grad_fn=<MeanBackward0>)
avg_reward -0.2340355062763976 loss tensor(0.0601, grad_fn=<MeanBackward0>)
avg_reward 0.008564915682046117 loss tensor(0.0701, grad_fn=<MeanBackward0>)
avg_reward -0.1892153154110919 loss tensor(0.1272, grad_fn=<MeanBackward0>)
avg_reward -0.009272828355423987 loss tensor(0.0589, grad_fn=<MeanBackward0>)
avg_reward 0.15523380504290227 loss tensor(0.0793, grad_fn=<MeanBackward0>)
avg_reward -0.042582588128472924 loss tensor(0.0669, grad_fn=<MeanBackward0>)
avg_reward -0.14489591386543943 loss tensor(0.1025, grad_fn=<MeanBackward0>)
avg_reward 0.17158668087396245 loss tensor(0.0722, grad_fn=<MeanBackward0>)
avg_reward 0.023032416882467436 loss tensor(0.0791, grad_fn=<MeanBackward0>)
avg_reward 0.019333087131457673 loss tensor(0.1116, grad_fn=<MeanBackward0>)
avg_reward -0.06340114477172662 loss tensor(0.0615, grad_fn=<MeanBackward0>)
avg_reward 0.10537247776023305 loss tensor(0.0690, grad_fn=<MeanBackward0>)
avg_reward -0.1419568967909321 loss tensor(0.0516, grad_fn=<MeanBackward0>)
avg_reward -0.12781840018860216 loss tensor(0.0848, grad_fn=<MeanBackward0>)
avg_reward 0.018302065328309032 loss tensor(0.0895, grad_fn=<MeanBackward0>)
avg_reward -0.001020798926715848 loss tensor(0.0720, grad_fn=<MeanBackward0>)
avg_reward -0.09219472603987368 loss tensor(0.0623, grad_fn=<MeanBackward0>)
avg_reward -0.033472566684384156 loss tensor(0.0938, grad_fn=<MeanBackward0>)
avg_reward 0.07955731530878613 loss tensor(0.0534, grad_fn=<MeanBackward0>)
avg_reward 0.029819009048236075 loss tensor(0.0865, grad_fn=<MeanBackward0>)
avg_reward -0.004975863410475623 loss tensor(0.0636, grad_fn=<MeanBackward0>)
avg_reward -0.11530591441123914 loss tensor(0.0819, grad_fn=<MeanBackward0>)
avg_reward -0.09478528079678115 loss tensor(0.1029, grad_fn=<MeanBackward0>)
avg_reward 0.04397456056734131 loss tensor(0.1010, grad_fn=<MeanBackward0>)
avg_reward 0.14575721194553637 loss tensor(0.0524, grad_fn=<MeanBackward0>)
avg_reward 0.11887651657550943 loss tensor(0.0628, grad_fn=<MeanBackward0>)
avg_reward -0.016438510194950223 loss tensor(0.0873, grad_fn=<MeanBackward0>)
